#	X	Y	Z
824	3	45	31	38
825	45	10	31	38
826	3	43	11	19
827	3	43	19	27
828	3	43	27	35
829	4	19	9	14
830	19	4	9	14
831	4	24	9	14
832	4	24	14	19
833	24	9	14	19
834	4	28	10	16
835	4	28	16	22
836	4	34	10	16
837	4	34	16	22
838	34	10	16	22
839	4	34	22	28
840	34	10	22	28
841	4	39	11	18
842	4	39	18	25
843	4	39	25	32
844	4	46	11	18
845	4	46	18	25
846	46	11	18	25
847	4	46	25	32
848	46	11	25	32
849	4	46	32	39
850	46	11	32	39
851	4	44	12	20
852	4	44	20	28
853	4	44	28	36
854	5	20	10	15
855	20	5	10	15
856	5	25	10	15
857	5	25	15	20
858	25	10	15	20
859	5	29	11	17
860	5	29	17	23
861	5	35	11	17
862	5	35	17	23
863	35	11	17	23
864	5	35	23	29
865	35	11	23	29
866	5	40	12	19
867	5	40	19	26
868	5	40	26	33
869	5	47	12	19
870	5	47	19	26
871	47	12	19	26
872	5	47	26	33
873	47	12	26	33
874	5	47	33	40
875	47	12	33	40
876	5	45	13	21
877	5	45	21	29
878	5	45	29	37
879	6	26	11	16
880	6	26	16	21
881	26	11	16	21
882	6	30	12	18
883	6	30	18	24
884	6	36	12	18
885	6	36	18	24
886	36	12	18	24
887	6	36	24	30
888	36	12	24	30
889	6	41	13	20
890	6	41	20	27
891	6	41	27	34
892	6	48	13	20
893	6	48	20	27
894	48	13	20	27
895	6	48	27	34
896	48	13	27	34
897	6	48	34	41
898	48	13	34	41
899	6	46	14	22
900	6	46	22	30
901	6	46	30	38
902	7	27	12	17
903	7	27	17	22
904	27	12	17	22
905	7	37	13	19
906	7	37	19	25
907	37	13	19	25
908	7	37	25	31
909	37	13	25	31
910	7	42	14	21
911	7	42	21	28
912	7	42	28	35
913	7	47	15	23
914	7	47	23	31
915	7	47	31	39
916	8	28	13	18
917	8	28	18	23
918	28	13	18	23
919	8	38	14	20
920	8	38	20	26
921	38	14	20	26
922	8	38	26	32
923	38	14	26	32
924	8	48	16	24
925	8	48	24	32
926	8	48	32	40
927	9	29	14	19
928	9	29	19	24
929	29	14	19	24
930	9	39	15	21
931	9	39	21	27
932	39	15	21	27
933	9	39	27	33
934	39	15	27	33
935	10	30	15	20
936	10	30	20	25
937	30	15	20	25
938	10	40	16	22
939	10	40	22	28
940	40	16	22	28
941	10	40	28	34
942	40	16	28	34
943	11	31	16	21
944	11	31	21	26
945	31	16	21	26
946	11	41	17	23
947	11	41	23	29
948	41	17	23	29
949	11	41	29	35
950	41	17	29	35
951	12	32	17	22
952	12	32	22	27
953	32	17	22	27
954	12	42	18	24
955	12	42	24	30
956	42	18	24	30
957	12	42	30	36
958	42	18	30	36
959	13	33	18	23
960	13	33	23	28
961	33	18	23	28
962	13	43	19	25
963	13	43	25	31
964	43	19	25	31
965	13	43	31	37
966	43	19	31	37
967	14	34	19	24
968	14	34	24	29
969	34	19	24	29
970	14	44	20	26
971	14	44	26	32
972	44	20	26	32
973	14	44	32	38
974	44	20	32	38
975	15	35	20	25
976	15	35	25	30
977	35	20	25	30
978	15	45	21	27
979	15	45	27	33
980	45	21	27	33
981	15	45	33	39
982	45	21	33	39
983	16	36	21	26
984	16	36	26	31
985	36	21	26	31
986	16	46	22	28
987	16	46	28	34
988	46	22	28	34
989	16	46	34	40
990	46	22	34	40
991	17	37	22	27
992	17	37	27	32
993	37	22	27	32
994	17	47	23	29
995	17	47	29	35
996	47	23	29	35
997	17	47	35	41
998	47	23	35	41
999	18	38	23	28
1000	18	38	28	33
1001	38	23	28	33
1002	18	48	24	30
1003	18	48	30	36
1004	48	24	30	36
1005	18	48	36	42
1006	48	24	36	42
1007	19	39	24	29
1008	19	39	29	34
1009	39	24	29	34
1010	20	40	25	30
1011	20	40	30	35
1012	40	25	30	35
1013	21	41	26	31
1014	21	41	31	36
1015	41	26	31	36
1016	22	42	27	32
1017	22	42	32	37
1018	42	27	32	37
1019	23	43	28	33
1020	23	43	33	38
1021	43	28	33	38
1022	24	44	29	34
1023	24	44	34	39
1024	44	29	34	39
1025	25	45	30	35
1026	25	45	35	40
1027	45	30	35	40
1028	26	46	31	36
1029	26	46	36	41
1030	46	31	36	41
1031	27	47	32	37
1032	27	47	37	42
1033	47	32	37	42
1034	28	48	33	38
1035	28	48	38	43
1036	48	33	38	43
1037	4	5	1	2
1038	6	5	1	3
1039	7	11	1	5
1040	14	9	1	7
1041	11	19	1	9
1042	5	6	2	3
1043	7	6	2	4
1044	8	12	2	6
1045	15	10	2	8
1046	12	20	2	10
1047	6	7	3	4
1048	8	7	3	5
1049	10	15	3	8
1050	11	17	3	9
1051	14	23	3	12
1052	8	9	4	5
1053	8	10	4	6
1054	11	16	4	9
1055	12	18	4	10
1056	15	24	4	13
1057	9	10	5	6
1058	9	11	5	7
1059	12	17	5	10
1060	13	19	5	11
1061	16	25	5	14
1062	10	11	6	7
1063	10	12	6	8
1064	13	18	6	11
1065	14	20	6	12
